catalog,field,type,category,title,modified
prov,overall_rating_of_dialysis_staff_measure_score,overall_rating_of_dialysis_staff_measure_score,NA,ESRD QIP - In-Center Hemodialysis Consumer Assessment Of Healthcare Providers And Services Systems (ICH CAHPS) Survey - Payment Year 2025,2024-12-03
prov,state_average_overall_rating_of_dialysis_staff_measure_score,state_average_overall_rating_of_dialysis_staff_measure_score,state,ESRD QIP - In-Center Hemodialysis Consumer Assessment Of Healthcare Providers And Services Systems (ICH CAHPS) Survey - Payment Year 2025,2024-12-03
prov,national_average_overall_rating_of_dialysis_staff_measure_score,national_average_overall_rating_of_dialysis_staff_measure_score,NA,ESRD QIP - In-Center Hemodialysis Consumer Assessment Of Healthcare Providers And Services Systems (ICH CAHPS) Survey - Payment Year 2025,2024-12-03
prov,overall_rating_of_dialysis_facility_achievement_measure_rate,overall_rating_of_dialysis_facility_achievement_measure_rate,NA,ESRD QIP - In-Center Hemodialysis Consumer Assessment Of Healthcare Providers And Services Systems (ICH CAHPS) Survey - Payment Year 2025,2024-12-03
prov,overall_rating_of_dialysis_facility_measure_score,overall_rating_of_dialysis_facility_measure_score,NA,ESRD QIP - In-Center Hemodialysis Consumer Assessment Of Healthcare Providers And Services Systems (ICH CAHPS) Survey - Payment Year 2025,2024-12-03
prov,state_average_overall_rating_of_dialysis_facility_measure_score,state_average_overall_rating_of_dialysis_facility_measure_score,state,ESRD QIP - In-Center Hemodialysis Consumer Assessment Of Healthcare Providers And Services Systems (ICH CAHPS) Survey - Payment Year 2025,2024-12-03
prov,national_average_overall_rating_of_dialysis_facility_measur_5881,national_average_overall_rating_of_dialysis_facility_measur_5881,NA,ESRD QIP - In-Center Hemodialysis Consumer Assessment Of Healthcare Providers And Services Systems (ICH CAHPS) Survey - Payment Year 2025,2024-12-03
prov,ichcahps_measure_score,ichcahps_measure_score,NA,ESRD QIP - In-Center Hemodialysis Consumer Assessment Of Healthcare Providers And Services Systems (ICH CAHPS) Survey - Payment Year 2025,2024-12-03
prov,ich_cahps_reason_for_no_score_see_footnotes_file,ich_cahps_reason_for_no_score_see_footnotes_file,NA,ESRD QIP - In-Center Hemodialysis Consumer Assessment Of Healthcare Providers And Services Systems (ICH CAHPS) Survey - Payment Year 2025,2024-12-03
prov,state_average_ich_cahps_measure_score,state_average_ich_cahps_measure_score,state,ESRD QIP - In-Center Hemodialysis Consumer Assessment Of Healthcare Providers And Services Systems (ICH CAHPS) Survey - Payment Year 2025,2024-12-03
prov,national_average_ich_cahps_measure_score,national_average_ich_cahps_measure_score,NA,ESRD QIP - In-Center Hemodialysis Consumer Assessment Of Healthcare Providers And Services Systems (ICH CAHPS) Survey - Payment Year 2025,2024-12-03
prov,facility_name,facility_name,NA,ESRD QIP - Medication Reconciliation - Payment Year 2025,2024-12-03
prov,cms_certification_number_ccn,cms_certification_number_ccn,ccn,ESRD QIP - Medication Reconciliation - Payment Year 2025,2024-12-03
prov,alternate_ccn,alternate_ccn,ccn,ESRD QIP - Medication Reconciliation - Payment Year 2025,2024-12-03
prov,address,address,address,ESRD QIP - Medication Reconciliation - Payment Year 2025,2024-12-03
prov,city,city,city,ESRD QIP - Medication Reconciliation - Payment Year 2025,2024-12-03
prov,state,state,state,ESRD QIP - Medication Reconciliation - Payment Year 2025,2024-12-03
prov,zip_code,zip_code,zip,ESRD QIP - Medication Reconciliation - Payment Year 2025,2024-12-03
prov,network,network,NA,ESRD QIP - Medication Reconciliation - Payment Year 2025,2024-12-03
prov,measure_name,measure_name,NA,ESRD QIP - Medication Reconciliation - Payment Year 2025,2024-12-03
prov,medrec_measure_score,medrec_measure_score,NA,ESRD QIP - Medication Reconciliation - Payment Year 2025,2024-12-03
prov,medrec_reason_for_no_score_see_footnotes_file,medrec_reason_for_no_score_see_footnotes_file,NA,ESRD QIP - Medication Reconciliation - Payment Year 2025,2024-12-03
prov,state_average_medrec_measure_score,state_average_medrec_measure_score,state,ESRD QIP - Medication Reconciliation - Payment Year 2025,2024-12-03
prov,national_average_medrec_measure_score,national_average_medrec_measure_score,NA,ESRD QIP - Medication Reconciliation - Payment Year 2025,2024-12-03
prov,facility_name,facility_name,NA,ESRD QIP - NHSN Bloodstream Infection - Payment Year 2025,2024-12-03
prov,cms_certification_number_ccn,cms_certification_number_ccn,ccn,ESRD QIP - NHSN Bloodstream Infection - Payment Year 2025,2024-12-03
prov,alternate_ccn,alternate_ccn,ccn,ESRD QIP - NHSN Bloodstream Infection - Payment Year 2025,2024-12-03
prov,address,address,address,ESRD QIP - NHSN Bloodstream Infection - Payment Year 2025,2024-12-03
prov,city,city,city,ESRD QIP - NHSN Bloodstream Infection - Payment Year 2025,2024-12-03
prov,state,state,state,ESRD QIP - NHSN Bloodstream Infection - Payment Year 2025,2024-12-03
prov,zip_code,zip_code,zip,ESRD QIP - NHSN Bloodstream Infection - Payment Year 2025,2024-12-03
prov,network,network,NA,ESRD QIP - NHSN Bloodstream Infection - Payment Year 2025,2024-12-03
prov,measure_name,measure_name,NA,ESRD QIP - NHSN Bloodstream Infection - Payment Year 2025,2024-12-03
prov,achievement_measure_ratio,achievement_measure_ratio,NA,ESRD QIP - NHSN Bloodstream Infection - Payment Year 2025,2024-12-03
prov,nhsn_bsi_measure_score,nhsn_bsi_measure_score,NA,ESRD QIP - NHSN Bloodstream Infection - Payment Year 2025,2024-12-03
prov,nhsn_bsi_reason_for_no_score_see_footnotes_file,nhsn_bsi_reason_for_no_score_see_footnotes_file,NA,ESRD QIP - NHSN Bloodstream Infection - Payment Year 2025,2024-12-03
prov,state_average_nhsn_bsi_measure_score,state_average_nhsn_bsi_measure_score,state,ESRD QIP - NHSN Bloodstream Infection - Payment Year 2025,2024-12-03
prov,national_average_nhsn_bsi_measure_score,national_average_nhsn_bsi_measure_score,NA,ESRD QIP - NHSN Bloodstream Infection - Payment Year 2025,2024-12-03
prov,facility_name,facility_name,NA,ESRD QIP - NHSN Dialysis Event Measure - Payment Year 2025,2024-12-03
prov,cms_certification_number_ccn,cms_certification_number_ccn,ccn,ESRD QIP - NHSN Dialysis Event Measure - Payment Year 2025,2024-12-03
prov,alternate_ccn,alternate_ccn,ccn,ESRD QIP - NHSN Dialysis Event Measure - Payment Year 2025,2024-12-03
prov,address,address,address,ESRD QIP - NHSN Dialysis Event Measure - Payment Year 2025,2024-12-03
prov,city,city,city,ESRD QIP - NHSN Dialysis Event Measure - Payment Year 2025,2024-12-03
prov,state,state,state,ESRD QIP - NHSN Dialysis Event Measure - Payment Year 2025,2024-12-03
prov,zip_code,zip_code,zip,ESRD QIP - NHSN Dialysis Event Measure - Payment Year 2025,2024-12-03
prov,network,network,NA,ESRD QIP - NHSN Dialysis Event Measure - Payment Year 2025,2024-12-03
prov,measure_name,measure_name,NA,ESRD QIP - NHSN Dialysis Event Measure - Payment Year 2025,2024-12-03
prov,nhsn_de_measure_score,nhsn_de_measure_score,NA,ESRD QIP - NHSN Dialysis Event Measure - Payment Year 2025,2024-12-03
prov,nhsn_de_reason_for_no_score_see_footnotes_file,nhsn_de_reason_for_no_score_see_footnotes_file,NA,ESRD QIP - NHSN Dialysis Event Measure - Payment Year 2025,2024-12-03
prov,state_average_nhsn_de_measure_score,state_average_nhsn_de_measure_score,state,ESRD QIP - NHSN Dialysis Event Measure - Payment Year 2025,2024-12-03
prov,national_average_nhsn_de_measure_score,national_average_nhsn_de_measure_score,NA,ESRD QIP - NHSN Dialysis Event Measure - Payment Year 2025,2024-12-03
prov,facility_name,facility_name,NA,ESRD QIP - Percentage of Prevalent Patients Waitlisted - Payment Year 2025,2024-12-03
prov,cms_certification_number_ccn,cms_certification_number_ccn,ccn,ESRD QIP - Percentage of Prevalent Patients Waitlisted - Payment Year 2025,2024-12-03
prov,alternate_ccn,alternate_ccn,ccn,ESRD QIP - Percentage of Prevalent Patients Waitlisted - Payment Year 2025,2024-12-03
prov,address,address,address,ESRD QIP - Percentage of Prevalent Patients Waitlisted - Payment Year 2025,2024-12-03
prov,city,city,city,ESRD QIP - Percentage of Prevalent Patients Waitlisted - Payment Year 2025,2024-12-03
prov,state,state,state,ESRD QIP - Percentage of Prevalent Patients Waitlisted - Payment Year 2025,2024-12-03
prov,zip_code,zip_code,zip,ESRD QIP - Percentage of Prevalent Patients Waitlisted - Payment Year 2025,2024-12-03
prov,network,network,NA,ESRD QIP - Percentage of Prevalent Patients Waitlisted - Payment Year 2025,2024-12-03
prov,measure_name,measure_name,NA,ESRD QIP - Percentage of Prevalent Patients Waitlisted - Payment Year 2025,2024-12-03
prov,achievement_measure_rate,achievement_measure_rate,NA,ESRD QIP - Percentage of Prevalent Patients Waitlisted - Payment Year 2025,2024-12-03
prov,pppw_measure_score,pppw_measure_score,NA,ESRD QIP - Percentage of Prevalent Patients Waitlisted - Payment Year 2025,2024-12-03
prov,pppw_reason_for_no_score_see_footnotes_file,pppw_reason_for_no_score_see_footnotes_file,NA,ESRD QIP - Percentage of Prevalent Patients Waitlisted - Payment Year 2025,2024-12-03
prov,state_average_pppw_measure_score,state_average_pppw_measure_score,state,ESRD QIP - Percentage of Prevalent Patients Waitlisted - Payment Year 2025,2024-12-03
prov,national_average_pppw_measure_score,national_average_pppw_measure_score,NA,ESRD QIP - Percentage of Prevalent Patients Waitlisted - Payment Year 2025,2024-12-03
prov,facility_name,facility_name,NA,ESRD QIP - Standardized Hospitalization Ratio - Payment Year 2025,2024-12-03
prov,cms_certification_number_ccn,cms_certification_number_ccn,ccn,ESRD QIP - Standardized Hospitalization Ratio - Payment Year 2025,2024-12-03
prov,alternate_ccn,alternate_ccn,ccn,ESRD QIP - Standardized Hospitalization Ratio - Payment Year 2025,2024-12-03
prov,address,address,address,ESRD QIP - Standardized Hospitalization Ratio - Payment Year 2025,2024-12-03
prov,city,city,city,ESRD QIP - Standardized Hospitalization Ratio - Payment Year 2025,2024-12-03
prov,state,state,state,ESRD QIP - Standardized Hospitalization Ratio - Payment Year 2025,2024-12-03
prov,zip_code,zip_code,zip,ESRD QIP - Standardized Hospitalization Ratio - Payment Year 2025,2024-12-03
prov,network,network,NA,ESRD QIP - Standardized Hospitalization Ratio - Payment Year 2025,2024-12-03
prov,measure_name,measure_name,NA,ESRD QIP - Standardized Hospitalization Ratio - Payment Year 2025,2024-12-03
prov,achievement_measure_ratio,achievement_measure_ratio,NA,ESRD QIP - Standardized Hospitalization Ratio - Payment Year 2025,2024-12-03
prov,shr_measure_score,shr_measure_score,NA,ESRD QIP - Standardized Hospitalization Ratio - Payment Year 2025,2024-12-03
prov,shr_reason_for_no_score_see_footnotes_file,shr_reason_for_no_score_see_footnotes_file,NA,ESRD QIP - Standardized Hospitalization Ratio - Payment Year 2025,2024-12-03
prov,state_average_shr_measure_score,state_average_shr_measure_score,state,ESRD QIP - Standardized Hospitalization Ratio - Payment Year 2025,2024-12-03
prov,national_average_shr_measure_score,national_average_shr_measure_score,NA,ESRD QIP - Standardized Hospitalization Ratio - Payment Year 2025,2024-12-03
prov,facility_name,facility_name,NA,ESRD QIP - Standardized Readmission Ratio - Payment Year 2025,2024-12-03
prov,cms_certification_number_ccn,cms_certification_number_ccn,ccn,ESRD QIP - Standardized Readmission Ratio - Payment Year 2025,2024-12-03
prov,alternate_ccn,alternate_ccn,ccn,ESRD QIP - Standardized Readmission Ratio - Payment Year 2025,2024-12-03
prov,address,address,address,ESRD QIP - Standardized Readmission Ratio - Payment Year 2025,2024-12-03
prov,city,city,city,ESRD QIP - Standardized Readmission Ratio - Payment Year 2025,2024-12-03
prov,state,state,state,ESRD QIP - Standardized Readmission Ratio - Payment Year 2025,2024-12-03
prov,zip_code,zip_code,zip,ESRD QIP - Standardized Readmission Ratio - Payment Year 2025,2024-12-03
prov,network,network,NA,ESRD QIP - Standardized Readmission Ratio - Payment Year 2025,2024-12-03
prov,measure_name,measure_name,NA,ESRD QIP - Standardized Readmission Ratio - Payment Year 2025,2024-12-03
prov,achievement_measure_ratio,achievement_measure_ratio,NA,ESRD QIP - Standardized Readmission Ratio - Payment Year 2025,2024-12-03
prov,srr_measure_score,srr_measure_score,NA,ESRD QIP - Standardized Readmission Ratio - Payment Year 2025,2024-12-03
prov,srr_reason_for_no_score_see_footnotes_file,srr_reason_for_no_score_see_footnotes_file,NA,ESRD QIP - Standardized Readmission Ratio - Payment Year 2025,2024-12-03
prov,state_average_srr_measure_score,state_average_srr_measure_score,state,ESRD QIP - Standardized Readmission Ratio - Payment Year 2025,2024-12-03
prov,national_average_srr_measure_score,national_average_srr_measure_score,NA,ESRD QIP - Standardized Readmission Ratio - Payment Year 2025,2024-12-03
prov,facility_name,facility_name,NA,ESRD QIP - Standardized Transfusion Ratio - Payment Year 2025,2024-12-03
prov,cms_certification_number_ccn,cms_certification_number_ccn,ccn,ESRD QIP - Standardized Transfusion Ratio - Payment Year 2025,2024-12-03
prov,alternate_ccn,alternate_ccn,ccn,ESRD QIP - Standardized Transfusion Ratio - Payment Year 2025,2024-12-03
prov,address,address,address,ESRD QIP - Standardized Transfusion Ratio - Payment Year 2025,2024-12-03
prov,city,city,city,ESRD QIP - Standardized Transfusion Ratio - Payment Year 2025,2024-12-03
prov,state,state,state,ESRD QIP - Standardized Transfusion Ratio - Payment Year 2025,2024-12-03
prov,zip_code,zip_code,zip,ESRD QIP - Standardized Transfusion Ratio - Payment Year 2025,2024-12-03
prov,network,network,NA,ESRD QIP - Standardized Transfusion Ratio - Payment Year 2025,2024-12-03
prov,measure_name,measure_name,NA,ESRD QIP - Standardized Transfusion Ratio - Payment Year 2025,2024-12-03
prov,achievement_measure_ratio,achievement_measure_ratio,NA,ESRD QIP - Standardized Transfusion Ratio - Payment Year 2025,2024-12-03
prov,strr_measure_score,strr_measure_score,NA,ESRD QIP - Standardized Transfusion Ratio - Payment Year 2025,2024-12-03
prov,strr_reason_for_no_score_see_footnotes_file,strr_reason_for_no_score_see_footnotes_file,NA,ESRD QIP - Standardized Transfusion Ratio - Payment Year 2025,2024-12-03
prov,state_average_strr_measure_score,state_average_strr_measure_score,state,ESRD QIP - Standardized Transfusion Ratio - Payment Year 2025,2024-12-03
prov,national_average_strr_measure_score,national_average_strr_measure_score,NA,ESRD QIP - Standardized Transfusion Ratio - Payment Year 2025,2024-12-03
prov,facility_name,facility_name,NA,ESRD QIP - Total Performance Scores - Payment Year 2025,2024-12-03
prov,cms_certification_number_ccn,cms_certification_number_ccn,ccn,ESRD QIP - Total Performance Scores - Payment Year 2025,2024-12-03
prov,alternate_ccn,alternate_ccn,ccn,ESRD QIP - Total Performance Scores - Payment Year 2025,2024-12-03
prov,address,address,address,ESRD QIP - Total Performance Scores - Payment Year 2025,2024-12-03
prov,city,city,city,ESRD QIP - Total Performance Scores - Payment Year 2025,2024-12-03
prov,state,state,state,ESRD QIP - Total Performance Scores - Payment Year 2025,2024-12-03
prov,zip_code,zip_code,zip,ESRD QIP - Total Performance Scores - Payment Year 2025,2024-12-03
prov,network,network,NA,ESRD QIP - Total Performance Scores - Payment Year 2025,2024-12-03
prov,total_performance_score,total_performance_score,NA,ESRD QIP - Total Performance Scores - Payment Year 2025,2024-12-03
prov,state_average_total_performance_score,state_average_total_performance_score,state,ESRD QIP - Total Performance Scores - Payment Year 2025,2024-12-03
prov,national_average_total_performance_score,national_average_total_performance_score,NA,ESRD QIP - Total Performance Scores - Payment Year 2025,2024-12-03
prov,payment_reduction_percentage,payment_reduction_percentage,NA,ESRD QIP - Total Performance Scores - Payment Year 2025,2024-12-03
prov,facility_name,facility_name,NA,ESRD QIP - Ultrafiltration Rate - Payment Year 2025,2024-12-03
prov,cms_certification_number_ccn,cms_certification_number_ccn,ccn,ESRD QIP - Ultrafiltration Rate - Payment Year 2025,2024-12-03
prov,alternate_ccn,alternate_ccn,ccn,ESRD QIP - Ultrafiltration Rate - Payment Year 2025,2024-12-03
prov,address,address,address,ESRD QIP - Ultrafiltration Rate - Payment Year 2025,2024-12-03
prov,city,city,city,ESRD QIP - Ultrafiltration Rate - Payment Year 2025,2024-12-03
prov,state,state,state,ESRD QIP - Ultrafiltration Rate - Payment Year 2025,2024-12-03
prov,zip_code,zip_code,zip,ESRD QIP - Ultrafiltration Rate - Payment Year 2025,2024-12-03
prov,network,network,NA,ESRD QIP - Ultrafiltration Rate - Payment Year 2025,2024-12-03
prov,measure_name,measure_name,NA,ESRD QIP - Ultrafiltration Rate - Payment Year 2025,2024-12-03
prov,ultrafiltration_measure_score,ultrafiltration_measure_score,NA,ESRD QIP - Ultrafiltration Rate - Payment Year 2025,2024-12-03
prov,ultrafiltration_reason_for_no_score_see_footnotes_file,ultrafiltration_reason_for_no_score_see_footnotes_file,NA,ESRD QIP - Ultrafiltration Rate - Payment Year 2025,2024-12-03
prov,state_average_ultrafiltration_measure_score,state_average_ultrafiltration_measure_score,state,ESRD QIP - Ultrafiltration Rate - Payment Year 2025,2024-12-03
prov,national_average_ultrafiltration_measure_score,national_average_ultrafiltration_measure_score,NA,ESRD QIP - Ultrafiltration Rate - Payment Year 2025,2024-12-03
prov,facility_name,facility_name,NA,ESRD QIP - Vascular Access Topic - Payment Year 2025,2024-12-03
prov,cms_certification_number_ccn,cms_certification_number_ccn,ccn,ESRD QIP - Vascular Access Topic - Payment Year 2025,2024-12-03
prov,alternate_ccn,alternate_ccn,ccn,ESRD QIP - Vascular Access Topic - Payment Year 2025,2024-12-03
prov,address,address,address,ESRD QIP - Vascular Access Topic - Payment Year 2025,2024-12-03
prov,city,city,city,ESRD QIP - Vascular Access Topic - Payment Year 2025,2024-12-03
prov,state,state,state,ESRD QIP - Vascular Access Topic - Payment Year 2025,2024-12-03
prov,zip_code,zip_code,zip,ESRD QIP - Vascular Access Topic - Payment Year 2025,2024-12-03
prov,network,network,NA,ESRD QIP - Vascular Access Topic - Payment Year 2025,2024-12-03
prov,vat_catheter_rate_achievement_measure_rate,vat_catheter_rate_achievement_measure_rate,NA,ESRD QIP - Vascular Access Topic - Payment Year 2025,2024-12-03
prov,vat_catheter_rate_measure_score,vat_catheter_rate_measure_score,NA,ESRD QIP - Vascular Access Topic - Payment Year 2025,2024-12-03
prov,vat_catheter_rate_reason_for_no_score_see_footnotes_file,vat_catheter_rate_reason_for_no_score_see_footnotes_file,NA,ESRD QIP - Vascular Access Topic - Payment Year 2025,2024-12-03
prov,state_average_vat_catheter_rate_measure_score,state_average_vat_catheter_rate_measure_score,state,ESRD QIP - Vascular Access Topic - Payment Year 2025,2024-12-03
prov,national_average_vat_catheter_rate_measure_score,national_average_vat_catheter_rate_measure_score,NA,ESRD QIP - Vascular Access Topic - Payment Year 2025,2024-12-03
prov,vat_fistula_rate_achievement_measure_rate,vat_fistula_rate_achievement_measure_rate,NA,ESRD QIP - Vascular Access Topic - Payment Year 2025,2024-12-03
prov,vat_fistula_rate_measure_score,vat_fistula_rate_measure_score,NA,ESRD QIP - Vascular Access Topic - Payment Year 2025,2024-12-03
prov,vat_fistula_rate_reason_for_no_score_see_footnotes_file,vat_fistula_rate_reason_for_no_score_see_footnotes_file,NA,ESRD QIP - Vascular Access Topic - Payment Year 2025,2024-12-03
prov,state_average_vat_fistula_rate_measure_score,state_average_vat_fistula_rate_measure_score,state,ESRD QIP - Vascular Access Topic - Payment Year 2025,2024-12-03
prov,national_average_vat_fistula_rate_measure_score,national_average_vat_fistula_rate_measure_score,NA,ESRD QIP - Vascular Access Topic - Payment Year 2025,2024-12-03
prov,vascular_access_combined_measure_score,vascular_access_combined_measure_score,NA,ESRD QIP - Vascular Access Topic - Payment Year 2025,2024-12-03
prov,vascular_access_combined_reason_for_no_score_see_footnotes_file,vascular_access_combined_reason_for_no_score_see_footnotes_file,NA,ESRD QIP - Vascular Access Topic - Payment Year 2025,2024-12-03
prov,state_average_vascular_access_combined_measure_score,state_average_vascular_access_combined_measure_score,state,ESRD QIP - Vascular Access Topic - Payment Year 2025,2024-12-03
prov,national_average_vascular_access_combined_measure_score,national_average_vascular_access_combined_measure_score,NA,ESRD QIP - Vascular Access Topic - Payment Year 2025,2024-12-03
prov,cms_certification_number_ccn,cms_certification_number_ccn,ccn,Patient survey (ICH CAHPS) - Facility,2025-03-24
prov,network,network,NA,Patient survey (ICH CAHPS) - Facility,2025-03-24
prov,facility_name,facility_name,NA,Patient survey (ICH CAHPS) - Facility,2025-03-24
prov,address_line_1,address_line_1,address,Patient survey (ICH CAHPS) - Facility,2025-03-24
prov,address_line_2,address_line_2,address,Patient survey (ICH CAHPS) - Facility,2025-03-24
prov,citytown,citytown,city,Patient survey (ICH CAHPS) - Facility,2025-03-24
prov,state,state,state,Patient survey (ICH CAHPS) - Facility,2025-03-24
prov,zip_code,zip_code,zip,Patient survey (ICH CAHPS) - Facility,2025-03-24
prov,countyparish,countyparish,county,Patient survey (ICH CAHPS) - Facility,2025-03-24
prov,telephone_number,telephone_number,phone,Patient survey (ICH CAHPS) - Facility,2025-03-24
prov,profit_or_nonprofit,profit_or_nonprofit,NA,Patient survey (ICH CAHPS) - Facility,2025-03-24
prov,chain_owned,chain_owned,NA,Patient survey (ICH CAHPS) - Facility,2025-03-24
prov,chain_organization,chain_organization,NA,Patient survey (ICH CAHPS) - Facility,2025-03-24
prov,ichcahps_date,ichcahps_date,date,Patient survey (ICH CAHPS) - Facility,2025-03-24
prov,ichcahps_data_availability_code,ichcahps_data_availability_code,NA,Patient survey (ICH CAHPS) - Facility,2025-03-24
prov,lower_box_percent_of_patientsnephrologists_communication_an_846c,lower_box_percent_of_patientsnephrologists_communication_an_846c,NA,Patient survey (ICH CAHPS) - Facility,2025-03-24
prov,middle_box_percent_of_patientsnephrologists_communication_a_2b84,middle_box_percent_of_patientsnephrologists_communication_a_2b84,NA,Patient survey (ICH CAHPS) - Facility,2025-03-24
prov,top_box_percent_of_patientsnephrologists_communication_and__205e,top_box_percent_of_patientsnephrologists_communication_and__205e,NA,Patient survey (ICH CAHPS) - Facility,2025-03-24
prov,linearized_score_of_nephrologists_communication_and_caring,linearized_score_of_nephrologists_communication_and_caring,NA,Patient survey (ICH CAHPS) - Facility,2025-03-24
prov,star_rating_of_nephrologists_communication_and_caring,star_rating_of_nephrologists_communication_and_caring,NA,Patient survey (ICH CAHPS) - Facility,2025-03-24
prov,lower_box_percent_of_patientsquality_of_dialysis_center_car_997a,lower_box_percent_of_patientsquality_of_dialysis_center_car_997a,NA,Patient survey (ICH CAHPS) - Facility,2025-03-24
prov,middle_box_percent_of_patientsquality_of_dialysis_center_ca_cf52,middle_box_percent_of_patientsquality_of_dialysis_center_ca_cf52,NA,Patient survey (ICH CAHPS) - Facility,2025-03-24
prov,top_box_percent_of_patientsquality_of_dialysis_center_care__0710,top_box_percent_of_patientsquality_of_dialysis_center_care__0710,NA,Patient survey (ICH CAHPS) - Facility,2025-03-24
prov,linearized_score_of_quality_of_dialysis_center_care_and_ope_92e9,linearized_score_of_quality_of_dialysis_center_care_and_ope_92e9,NA,Patient survey (ICH CAHPS) - Facility,2025-03-24
prov,star_rating_of_quality_of_dialysis_center_care_and_operations,star_rating_of_quality_of_dialysis_center_care_and_operations,NA,Patient survey (ICH CAHPS) - Facility,2025-03-24
prov,lower_box_percent_of_patientsproviding_information_to_patients,lower_box_percent_of_patientsproviding_information_to_patients,NA,Patient survey (ICH CAHPS) - Facility,2025-03-24
prov,top_box_percent_of_patients_providing_information_to_patients,top_box_percent_of_patients_providing_information_to_patients,NA,Patient survey (ICH CAHPS) - Facility,2025-03-24
prov,linearized_score_of_providing_information_to_patients,linearized_score_of_providing_information_to_patients,NA,Patient survey (ICH CAHPS) - Facility,2025-03-24
prov,star_rating_of_providing_information_to_patients,star_rating_of_providing_information_to_patients,NA,Patient survey (ICH CAHPS) - Facility,2025-03-24
prov,lower_box_percent_of_patientsrating_of_the_nephrologist,lower_box_percent_of_patientsrating_of_the_nephrologist,NA,Patient survey (ICH CAHPS) - Facility,2025-03-24
prov,middle_box_percent_of_patients_rating_of_the_nephrologist,middle_box_percent_of_patients_rating_of_the_nephrologist,NA,Patient survey (ICH CAHPS) - Facility,2025-03-24
prov,top_box_percent_of_patients_rating_of_the_nephrologist,top_box_percent_of_patients_rating_of_the_nephrologist,NA,Patient survey (ICH CAHPS) - Facility,2025-03-24
prov,linearized_score_of_rating_of_the_nephrologist,linearized_score_of_rating_of_the_nephrologist,NA,Patient survey (ICH CAHPS) - Facility,2025-03-24
prov,star_rating_of_the_nephrologist,star_rating_of_the_nephrologist,NA,Patient survey (ICH CAHPS) - Facility,2025-03-24
prov,lower_box_percent_of_patientsrating_of_the_dialysis_center_staff,lower_box_percent_of_patientsrating_of_the_dialysis_center_staff,NA,Patient survey (ICH CAHPS) - Facility,2025-03-24
prov,middle_box_percent_of_patientsrating_of_the_dialysis_center_78a1,middle_box_percent_of_patientsrating_of_the_dialysis_center_78a1,NA,Patient survey (ICH CAHPS) - Facility,2025-03-24
prov,top_box_percent_of_patientsrating_of_the_dialysis_center_staff,top_box_percent_of_patientsrating_of_the_dialysis_center_staff,NA,Patient survey (ICH CAHPS) - Facility,2025-03-24
prov,linearized_score_of_rating_of_the_dialysis_center_staff,linearized_score_of_rating_of_the_dialysis_center_staff,NA,Patient survey (ICH CAHPS) - Facility,2025-03-24
prov,star_rating_of_the_dialysis_center_staff,star_rating_of_the_dialysis_center_staff,NA,Patient survey (ICH CAHPS) - Facility,2025-03-24
prov,lower_box_percent_of_patientsrating_of_the_dialysis_facility,lower_box_percent_of_patientsrating_of_the_dialysis_facility,NA,Patient survey (ICH CAHPS) - Facility,2025-03-24
prov,middle_box_percent_of_patientsrating_of_the_dialysis_facility,middle_box_percent_of_patientsrating_of_the_dialysis_facility,NA,Patient survey (ICH CAHPS) - Facility,2025-03-24
prov,top_box_percent_of_patientsrating_of_the_dialysis_facility,top_box_percent_of_patientsrating_of_the_dialysis_facility,NA,Patient survey (ICH CAHPS) - Facility,2025-03-24
prov,linearized_score_of_rating_of_the_dialysis_facility,linearized_score_of_rating_of_the_dialysis_facility,NA,Patient survey (ICH CAHPS) - Facility,2025-03-24
prov,star_rating_of_the_dialysis_facility,star_rating_of_the_dialysis_facility,NA,Patient survey (ICH CAHPS) - Facility,2025-03-24
prov,total_number_of_completed_interviews_from_the_fall_and_spri_6652,total_number_of_completed_interviews_from_the_fall_and_spri_6652,NA,Patient survey (ICH CAHPS) - Facility,2025-03-24
prov,ich_cahps_survey_of_patients_experiences_star_rating,ich_cahps_survey_of_patients_experiences_star_rating,NA,Patient survey (ICH CAHPS) - Facility,2025-03-24
prov,survey_response_rate,survey_response_rate,NA,Patient survey (ICH CAHPS) - Facility,2025-03-24
prov,country,country,NA,Patient survey (ICH CAHPS) - National,2025-03-24
prov,lower_box_percent_of_patientsnephrologists_communication_an_846c,lower_box_percent_of_patientsnephrologists_communication_an_846c,NA,Patient survey (ICH CAHPS) - National,2025-03-24
prov,middle_box_percent_of_patientsnephrologists_communication_a_2b84,middle_box_percent_of_patientsnephrologists_communication_a_2b84,NA,Patient survey (ICH CAHPS) - National,2025-03-24
prov,top_box_percent_of_patientsnephrologists_communication_and__205e,top_box_percent_of_patientsnephrologists_communication_and__205e,NA,Patient survey (ICH CAHPS) - National,2025-03-24
prov,linearized_score_of_nephrologists_communication_and_caring,linearized_score_of_nephrologists_communication_and_caring,NA,Patient survey (ICH CAHPS) - National,2025-03-24
prov,lower_box_percent_of_patientsquality_of_dialysis_center_car_997a,lower_box_percent_of_patientsquality_of_dialysis_center_car_997a,NA,Patient survey (ICH CAHPS) - National,2025-03-24
prov,middle_box_percent_of_patientsquality_of_dialysis_center_ca_cf52,middle_box_percent_of_patientsquality_of_dialysis_center_ca_cf52,NA,Patient survey (ICH CAHPS) - National,2025-03-24
